RestaurantID,RestaurantName,PasswordHash,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
131,Powers Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused 3rdgeneration frame,https://placekitten.com/334/106,Resting,8.23,35.69,Collierport,4.6
132,Wang Bennett and Hopkins,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Operative 6thgeneration product,https://dummyimage.com/236x302,Open,3.83,49.06,Huntfurt,4.8
133,Barnett-Daniel,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Adaptive neutral moratorium,https://placekitten.com/502/832,Open,7.04,24.45,Laraville,4.4
134,Frank Smith and Cole,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Adaptive needs-based parallelism,https://placekitten.com/868/477,Open,5.77,33.39,Michaelville,4.2
135,Obrien-Page,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust exuding service-desk,https://picsum.photos/215/101,Open,8.16,33.79,West James,4.1
136,Brown Miles and Baker,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fundamental interactive neural-net,https://dummyimage.com/350x382,Closed,6.18,52.07,Lake Kenneth,4.8
137,Hunt and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable even-keeled benchmark,https://picsum.photos/987/1013,Resting,7.72,21.46,East Charles,3.7
138,Carrillo Powell and Hill,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Networked user-facing knowledge user,https://picsum.photos/958/284,Open,3.24,15.9,Donaldfurt,4.9
139,Coleman Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Face-to-face contextually-based framework,https://placekitten.com/837/774,Resting,3.03,33.56,Bautistaport,4.8
140,Lucero and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Open-source asymmetric definition,https://placekitten.com/579/714,Open,7.46,32.95,South Rebeccashire,4.4
141,Ryan Caldwell and Roberts,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Switchable scalable service-desk,https://placekitten.com/193/679,Closed,5.01,56.75,East Wesleyton,4.3
142,Hernandez-Gonzales,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Digitized zero administration support,https://dummyimage.com/600x707,Resting,4.16,26.78,Lake Joseph,3.3
143,Smith-Mckee,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended explicit collaboration,https://picsum.photos/735/762,Open,7.05,31.25,South Stephanie,3.7
144,Miller Wright and Casey,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-lateral modular service-desk,https://picsum.photos/190/194,Open,6.64,20.65,New Marcushaven,3.3
145,Wang-Myers,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Digitized multimedia adapter,https://dummyimage.com/434x240,Closed,2.84,42.23,New Davidborough,3.9
146,Mclaughlin Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Enterprise-wide asymmetric moderator,https://dummyimage.com/126x66,Resting,6.58,48.08,East Tyler,4.9
147,Johnson Johnson and Lopez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized reciprocal alliance,https://picsum.photos/708/263,Closed,4.58,40.8,East Markhaven,4.7
148,Jones Castro and Willis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Up-sized bandwidth-monitored hardware,https://dummyimage.com/453x784,Resting,3.9,22.79,North Bryan,3.4
149,Anthony-Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Upgradable bi-directional emulation,https://dummyimage.com/984x506,Closed,2.22,35.7,West Donaldborough,4.0
150,Scott and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Mandatory leadingedge solution,https://placekitten.com/371/490,Open,4.44,59.12,Powellside,4.4
151,Dillon Price and Johnston,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Streamlined full-range middleware,https://placekitten.com/819/994,Resting,4.19,24.88,South Marcusville,4.3
152,Patrick-Coleman,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Versatile human-resource protocol,https://picsum.photos/500/267,Resting,5.49,43.23,Port Todd,4.6
153,Young-Parker,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Self-enabling cohesive definition,https://placekitten.com/661/316,Closed,4.76,55.85,Port Ashleyberg,3.2
154,Norman-Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive scalable toolset,https://placekitten.com/883/402,Resting,6.18,28.52,Mariaburgh,4.9
155,Blackwell Williams and Adams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-platform multi-state interface,https://picsum.photos/130/639,Resting,3.61,36.44,Port Robert,3.4
156,Walker-Sparks,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Compatible bandwidth-monitored time-frame,https://picsum.photos/657/144,Closed,5.5,38.13,New Stephanie,3.2
157,Ortega LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused neutral focus group,https://placekitten.com/824/673,Closed,7.21,33.84,Anthonyside,3.5
158,Figueroa-Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Ergonomic systematic frame,https://dummyimage.com/842x615,Resting,4.74,19.09,Port Carla,3.4
159,Hodges Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Triple-buffered neutral knowledgebase,https://placekitten.com/550/421,Resting,9.76,39.75,North Cassie,4.2
160,Valdez Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused national contingency,https://placekitten.com/18/175,Closed,7.4,53.29,East Christopher,4.3
161,Mcclure Massey and Torres,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Up-sized scalable framework,https://picsum.photos/984/471,Open,3.25,26.6,Bradleychester,3.3
162,Oliver Salazar and Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered interactive extranet,https://dummyimage.com/356x1020,Resting,4.56,50.18,West Christopherfurt,4.5
163,Nelson Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse actuating Local Area Network,https://picsum.photos/153/413,Resting,7.67,37.14,South Juliefurt,3.4
164,Smith LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Extended motivating moderator,https://picsum.photos/269/572,Open,8.1,35.27,North Robinbury,4.0
165,Chapman Charles and Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Intuitive intangible intranet,https://picsum.photos/59/11,Open,2.31,27.83,Hallhaven,4.4
166,Cunningham Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Implemented full-range portal,https://dummyimage.com/804x705,Open,8.65,19.87,North Jillian,3.3
167,Cummings Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,User-friendly disintermediate strategy,https://picsum.photos/651/437,Open,9.42,51.7,Brownburgh,3.4
168,Thompson Robinson and Davis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Function-based optimal software,https://placekitten.com/94/610,Open,2.82,15.71,East Kimbury,3.2
169,Rodgers-Mccarty,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Diverse modular hierarchy,https://placekitten.com/60/819,Open,8.85,54.13,Sanfordborough,4.2
170,Morales LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced 24/7 circuit,https://dummyimage.com/725x188,Closed,3.54,24.03,Madelinechester,3.6
171,Henry Ramirez and Burns,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Centralized mission-critical standardization,https://picsum.photos/41/75,Closed,5.1,59.88,Port Dakotatown,3.1
172,Salazar Haynes and Ramos,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Organized logistical customer loyalty,https://picsum.photos/380/563,Resting,6.13,46.32,Jodyshire,3.9
173,Barnes Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Total methodical function,https://picsum.photos/457/440,Closed,5.26,39.37,Lake Nathanfort,5.0
174,Gilbert-Black,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Triple-buffered object-oriented budgetary management,https://placekitten.com/889/167,Open,2.74,48.52,Taylorchester,4.3
175,Anderson-Herman,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Innovative attitude-oriented implementation,https://placekitten.com/1018/838,Open,7.39,51.1,West Jeffreyberg,4.2
176,Campbell Pruitt and Torres,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-group asynchronous utilization,https://placekitten.com/603/127,Resting,8.85,32.89,North Susan,4.7
177,King Stephens and Frazier,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Up-sized multi-state productivity,https://placekitten.com/289/411,Open,3.05,45.11,North Chelsea,3.1
178,Taylor Group,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-channeled object-oriented toolset,https://picsum.photos/855/854,Open,8.71,16.15,South Kellystad,5.0
179,Ortega-Hughes,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-lateral solution-oriented contingency,https://placekitten.com/663/234,Resting,6.72,42.11,West Michellemouth,4.0
180,Greer-Miller,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Exclusive responsive circuit,https://placekitten.com/425/252,Resting,7.38,55.53,Geraldchester,3.1
181,Young Randolph and Miller,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Vision-oriented full-range access,https://placekitten.com/49/403,Resting,2.48,24.77,Jayview,3.6
182,Munoz-Alvarez,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated global circuit,https://placekitten.com/250/426,Resting,8.37,24.8,South Stevenside,4.7
183,Stewart LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized analyzing superstructure,https://picsum.photos/50/226,Resting,3.85,39.05,West Victoriafort,4.0
184,Sanders Brown and Armstrong,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Ergonomic 6thgeneration monitoring,https://picsum.photos/560/148,Closed,6.13,59.96,North Stacey,4.3
185,Green-Black,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Future-proofed full-range projection,https://placekitten.com/656/465,Closed,2.44,50.89,Hoodstad,3.9
186,Gallegos-Yates,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Horizontal disintermediate application,https://picsum.photos/993/177,Closed,4.55,32.71,Kristopherborough,3.2
187,Anderson LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Down-sized maximized open architecture,https://dummyimage.com/342x768,Closed,8.4,45.12,New Zachary,4.1
188,Miller Brooks and Soto,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persistent directional encoding,https://placekitten.com/36/26,Open,8.55,49.0,Jennifermouth,4.4
189,Gonzalez-Delacruz,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Re-contextualized regional utilization,https://placekitten.com/810/320,Resting,6.71,45.03,Mcclainland,3.7
190,Prince-Ortega,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Polarized client-driven access,https://dummyimage.com/833x393,Open,2.14,43.58,Obrienberg,4.4
191,Jackson and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Secured eco-centric framework,https://placekitten.com/801/155,Closed,3.11,32.3,Greerberg,3.4
192,Wilson LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Mandatory well-modulated database,https://picsum.photos/741/181,Resting,9.2,42.0,Port Amber,4.7
193,Ross-Neal,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable impactful forecast,https://picsum.photos/413/495,Open,3.79,44.65,Taylorfurt,4.8
194,Scott Smith and Davis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Organic national initiative,https://picsum.photos/676/879,Closed,3.08,47.37,Port Jessicaberg,4.0
195,Oconnor Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-platform tangible implementation,https://dummyimage.com/879x110,Closed,5.37,42.55,Stacyport,3.0
196,Smith-Graham,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Digitized system-worthy encoding,https://picsum.photos/172/442,Open,5.93,59.03,New Rogermouth,5.0
197,Griffin Romero and Clark,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optional maximized model,https://placekitten.com/17/866,Open,6.15,42.59,Hudsonchester,4.0
198,Harmon and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable 24/7 budgetary management,https://picsum.photos/249/475,Open,6.63,37.69,Port Julie,3.0
199,Hamilton-Frazier,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synchronized asymmetric intranet,https://placekitten.com/116/952,Open,2.78,20.13,Howellstad,4.4
200,Cook Grant and Chapman,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Sharable solution-oriented implementation,https://dummyimage.com/902x425,Resting,8.94,49.83,New Jodiland,4.6
201,Aguirre Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Versatile next generation alliance,https://picsum.photos/352/24,Resting,6.9,17.67,Moorebury,4.8
202,Smith Frazier and Andrews,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Profit-focused impactful middleware,https://picsum.photos/328/937,Open,6.31,26.08,Veronicaport,4.5
203,Casey-Williams,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Progressive methodical groupware,https://picsum.photos/546/939,Closed,2.57,17.84,Maryport,5.0
204,Fernandez LLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Mandatory tangible core,https://dummyimage.com/298x812,Open,2.26,26.48,Port Kristopherfort,4.3
205,Underwood Harrell and Watts,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Advanced demand-driven benchmark,https://picsum.photos/906/472,Resting,2.87,52.56,Pricemouth,4.7
206,Christian Yates and Murillo,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Stand-alone 4thgeneration hierarchy,https://dummyimage.com/814x442,Closed,6.03,54.53,Daniellemouth,4.8
207,Davis Group 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Up-sized leadingedge policy,https://picsum.photos/142/596,Resting,9.87,16.97,Carrland,4.0
208,Flores PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Persistent 24/7 synergy,https://dummyimage.com/1019x717,Closed,2.88,32.27,Collinsview,3.3
209,Smith PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused methodical monitoring,https://dummyimage.com/976x959,Closed,3.41,43.49,Glenshire,4.5
210,Salinas-Thomas,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optimized user-facing info-mediaries,https://dummyimage.com/591x606,Open,3.61,24.49,Taylorberg,3.6
211,Gonzalez and Sons,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Proactive maximized framework,https://dummyimage.com/700x529,Closed,5.15,15.98,Port Erintown,3.9
212,Hernandez-Morrow,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Secured hybrid utilization,https://placekitten.com/746/514,Resting,2.22,40.38,New Rileystad,4.0
213,Bryant PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Implemented client-server firmware,https://placekitten.com/510/987,Open,8.8,15.61,Lake Chelseymouth,3.6
214,Clark LLC 2,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Optional optimizing frame,https://dummyimage.com/374x781,Closed,8.9,31.47,Lake Eileenfurt,3.9
215,Carlson-Burns,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Diverse 4thgeneration alliance,https://picsum.photos/960/719,Open,4.39,58.45,Alexandershire,4.9
216,Odom-Townsend,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Implemented tertiary firmware,https://picsum.photos/97/611,Resting,5.18,24.75,East Maryland,4.5
217,Jordan-Kerr,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered systemic intranet,https://dummyimage.com/497x887,Open,8.89,24.95,New Earl,4.5
218,Mueller-Sandoval,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive exuding product,https://picsum.photos/639/680,Open,8.02,15.18,Dominguezberg,3.8
219,Norton Diaz and Roman,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Diverse optimizing complexity,https://picsum.photos/821/944,Resting,2.46,15.33,South Sherri,5.0
220,Bell Brooks and Reed,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered 6thgeneration infrastructure,https://placekitten.com/861/70,Open,3.45,34.33,West Michaelchester,4.0
221,Calderon-Smith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust cohesive monitoring,https://placekitten.com/64/872,Closed,4.06,51.3,Ericksonstad,3.9
222,Frank PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Intuitive tertiary analyzer,https://placekitten.com/251/453,Open,6.77,41.85,New Gregorychester,4.7
223,Smith-Bridges,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Vision-oriented needs-based functionalities,https://dummyimage.com/58x876,Resting,2.85,59.62,New Amberport,3.4
224,Rivera Lopez and Orozco,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Versatile transitional middleware,https://placekitten.com/231/446,Open,9.74,54.38,Griffinburgh,4.8
225,Ball Ashley and Travis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-lateral 6thgeneration Graphical User Interface,https://placekitten.com/180/66,Closed,4.55,29.75,Lake Eric,4.4
226,Alexander-Logan,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Realigned holistic approach,https://picsum.photos/702/98,Closed,9.78,52.8,East Ginamouth,3.6
227,Smith-Hobbs,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Robust neutral contingency,https://picsum.photos/171/970,Resting,9.83,47.56,Jamesview,4.8
228,Farmer Ltd,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Customer-focused multi-tasking focus group,https://picsum.photos/835/673,Closed,9.2,17.94,West Timothytown,4.6
229,Jones-Calhoun,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Face-to-face well-modulated installation,https://dummyimage.com/405x203,Resting,5.4,19.15,Smithmouth,4.5
230,Ross PLC,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,De-engineered reciprocal challenge,https://placekitten.com/837/844,Closed,4.76,17.54,North Aaron,3.1
231,Barnes-Davis,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Devolved user-facing approach,https://placekitten.com/892/436,Closed,8.12,31.81,North Elizabethmouth,4.6
232,Cameron-Chen,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Business-focused executive parallelism,https://placekitten.com/15/35,Open,2.52,19.14,Johnmouth,3.7
233,Turner-Cunningham,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Fully-configurable contextually-based approach,https://placekitten.com/870/349,Resting,8.89,38.34,Port Corymouth,4.3
234,Wells-Miller,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Inverse incremental analyzer,https://picsum.photos/809/802,Open,2.83,51.66,North Johnberg,4.8
235,Barnes-Keller,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Multi-layered exuding circuit,https://placekitten.com/248/841,Resting,2.57,49.76,West Michael,3.1
236,Martin Rodriguez and Keith,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Programmable logistical function,https://dummyimage.com/167x890,Open,3.52,27.5,Louisstad,4.7
237,Johnson Lopez and Gardner,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Reduced exuding middleware,https://dummyimage.com/648x408,Open,7.92,36.46,East Mary,4.8
238,Bailey Hudson and Huang,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Cross-platform 24/7 attitude,https://picsum.photos/571/507,Resting,9.03,34.56,Danieltown,3.6
239,Gill Harrison and Jackson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Pre-emptive bi-directional product,https://dummyimage.com/1002x791,Closed,3.91,55.01,South Emilybury,4.4
240,Knight Perez and Foley,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Focused real-time capacity,https://placekitten.com/582/178,Open,5.56,50.36,Karenfurt,3.1
241,Estes Thomas and Thornton,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Synchronized upward-trending parallelism,https://placekitten.com/120/717,Open,5.5,22.66,Markport,4.3
242,Wheeler-Johnson,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Automated foreground structure,https://dummyimage.com/139x866,Open,9.09,22.84,East Adamport,3.2
243,Hill Inc,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Function-based coherent Graphical User Interface,https://placekitten.com/304/164,Open,3.86,55.51,Burgessburgh,4.5
