RiderID,Name,PhoneNumber,IDNumber,AverageRating,LastKnownLocation,CurrentStatus
916,Francis Hernandez,001-735-730-6567,424-22-0260,3.6,"394 Mathis Throughway West Michaelbury, VI 41169",Delivering
917,Angela Wheeler,693-776-3669,213-49-4933,4.8,"PSC 0420, Box 2335 APO AE 44517",Resting
918,David Sanchez,793.406.9238x52963,698-31-6236,3.9,"300 Stephanie Station South Joshuamouth, CA 94804",Delivering
919,Susan Hicks,767.216.8555x839,067-15-6661,3.6,"7690 Mendez Mountain West Jacob, MO 52160",Available
920,Brianna Ramos,2664427935,804-40-0394,3.8,"190 Steve Lakes East Eddiefurt, WA 86560",Available
921,Mr. Richard Thompson,001-228-717-4610x8235,262-34-9657,4.0,"637 Hobbs Well Apt. 861 Robertsburgh, FL 71528",Available
922,Katie Stone,9677445342,421-86-7630,4.6,"8588 Henderson Alley Shanestad, DC 85482",Delivering
923,Katherine Taylor,265-818-1461x4983,077-58-9947,4.9,"3553 Snyder Manor Apt. 912 Colleentown, CA 79165",Resting
924,Grant Lutz,+1-557-956-1695,885-11-7958,4.8,"18697 Rebecca Pines Suite 507 Port Annetteton, MH 14107",Resting
925,Robert Roberts,(989)598-9559x7244,871-60-1876,4.8,"19269 Howell Square Apt. 574 Jamesside, IN 71345",Available
926,Katherine Hawkins,(368)970-8762x7163,440-02-3487,3.5,"540 Carolyn Parks Apt. 729 Harringtonchester, WY 19527",Available
927,Phillip Espinoza,999.696.6773,579-78-0646,4.0,"93656 Nichole Track Suite 157 Wardberg, FM 46089",Delivering
928,Tyler Williams,9288658071,533-30-5759,4.6,"09666 Campbell Station Suite 525 Pooleland, TX 27649",Resting
929,Meredith Scott,322-543-1217x900,559-61-8202,4.7,"47334 Andrea Mission Apt. 486 North Donald, MD 75239",Delivering
930,William Morris,9935501892,037-53-6262,4.7,"6273 Susan Circle Suite 292 Thomasside, VI 65648",Available
931,Jim Carpenter,352-737-2118x874,534-93-4101,4.7,"0248 Cook Vista Apt. 559 Brownstad, NJ 79710",Delivering
932,Cory Williams,863.387.5005x0838,824-84-6469,3.7,"3006 Alexander Divide Port Leahport, IA 27348",Resting
933,Ryan Cruz,+1-376-876-2327x465,877-74-7820,4.7,"12918 Nancy Lights Apt. 799 Nicolechester, IA 36452",Resting
934,Andrew Alvarado,+1-687-578-7224x82532,535-67-5720,3.5,"98335 Christopher Prairie Apt. 997 Oliverchester, OR 37511",Resting
935,Donald Moss,+1-318-513-0374,777-61-0137,3.9,"385 Susan Radial Suite 240 Davidberg, LA 81403",Delivering
936,Amanda Mckee,+1-747-342-2150x330,697-22-1569,4.2,"7436 Lowe Mountain Apt. 053 Medinaburgh, IL 32241",Available
937,Adrian Raymond,(550)724-4572x077,264-98-3626,3.9,"5980 Natalie Highway West Maryview, SC 07930",Available
938,Felicia Lutz,482.235.6982x263,648-82-8647,4.5,"0834 Hendrix Creek Suite 506 Stevenport, MS 32887",Resting
939,Charles Orozco,8534207406,889-71-0110,4.8,"14078 Brown Alley Apt. 486 Jamiefurt, SD 88274",Available
940,Christopher Reynolds,(635)545-0308,264-30-0456,4.7,"5119 Evans Ville Joseton, VT 49788",Resting
941,Kelsey Ford,2234704757,801-01-2670,4.4,"29643 Wong Shoal Jessicaport, AZ 64238",Available
942,Angela Strickland,891.417.8790x007,801-46-9748,3.6,"24849 Ryan Ridges Suite 211 East Brianport, IL 97241",Delivering
943,Tara Thornton,730-456-2232,652-11-2623,4.9,"7922 Williams Ferry Suite 455 Nguyenland, IA 22846",Delivering
944,Edward Wright,592.752.5293,683-60-5683,3.9,"456 Andrew Ways Jacksonborough, CA 79495",Resting
945,Debra Smith,001-734-990-4605,854-44-3890,3.7,"3585 Megan Unions Turnerberg, VT 18630",Available
946,Kenneth Hunter,246-265-8470x82119,251-97-3745,4.9,"94846 Gay Key Megantown, CA 16479",Available
947,Justin Morales,+1-972-865-0187x871,555-10-5593,4.8,"7984 Robert Lodge Suite 498 North Tammyland, MD 90304",Delivering
948,Kaitlyn Alexander,5754437538,537-80-1388,4.6,"211 Carrie Vista Suite 734 Michellemouth, PW 37528",Resting
949,Cassandra Rodriguez,7868319246,817-27-5317,4.3,"87507 Horne Lakes Apt. 411 Hollymouth, MS 69543",Available
950,Judy Mendoza,(476)870-8215x00199,243-71-2112,4.3,"93877 Jesus Shores North Linda, IN 25914",Resting
951,Laura Williams,+1-736-264-7400x411,726-47-7045,4.0,"7225 Tran Burg Suite 940 Danaborough, PA 43331",Resting
952,James Garcia,001-781-400-0397x95830,790-41-9328,3.9,"13509 Ellis Crossroad Apt. 443 East Deborah, VA 40417",Available
953,Leslie Morales,(463)738-7606x5570,435-10-1586,4.6,"3720 Stewart Viaduct Katherineport, KY 34068",Available
954,Vicki Brady,(601)372-0848x578,848-90-0510,4.2,"1331 Timothy Ville Bennetttown, VT 31450",Resting
955,John Brown,218.734.8321x131,556-11-2778,3.7,"968 Huff Corner East Anthony, PA 04152",Available
956,Justin Williams,830-606-1334,454-03-7133,4.0,"699 Cynthia Ridge Suite 304 West Kevin, KS 26381",Delivering
957,Manuel Sanchez,(829)338-4151x949,007-31-1541,3.9,"44336 Green Lodge Christinaton, HI 56931",Available
958,Patricia Smith,001-904-802-6291x535,797-44-4363,4.6,"972 Martinez Coves Apt. 143 Lauraburgh, HI 60884",Delivering
959,Sandra Hatfield,(345)513-9309x0573,101-89-4061,3.7,"822 Willie Knolls Suite 635 Salinaschester, NJ 90974",Delivering
960,Jeffery Stewart,576-678-6356x086,034-43-3014,4.9,"1698 Jill Shoal Elizabethfurt, MH 61148",Resting
961,Jay Crawford,964-884-8555x34186,816-90-7023,4.2,"78760 John Circles Brianborough, KS 98483",Resting
962,Daniel Kim,520.647.6736x544,447-28-3911,4.4,"9674 Victoria Points Suite 345 Lake Anthony, NJ 85288",Delivering
963,Cynthia Gonzalez,001-617-638-5759x081,222-63-5968,4.2,"92965 William Harbor Suite 711 North Henryfurt, AZ 46111",Delivering
964,Savannah Thomas,553-276-6114x837,228-35-9646,3.9,"5339 Odonnell Causeway Michaelport, WA 61991",Available
965,Joy Santiago,(638)564-1744x327,467-84-7562,4.9,"1789 Walker Green South Cynthia, AK 47890",Resting
966,Rita Thomas,203.981.6370x9105,804-66-9030,4.6,"83454 Dawn Plains Michaelberg, NY 93732",Available
967,Vincent Stevenson,(695)655-8155x2484,574-18-5738,4.3,"9372 Smith Mountains Apt. 512 East Rachael, AR 59422",Available
968,Molly Russell,+1-627-388-8927x26007,855-20-0732,3.7,"86855 Jeffrey Manor Tracyberg, MP 49464",Resting
969,Andrew Willis,256-993-8319x4719,378-02-9929,3.7,"6359 Robert Inlet Apt. 769 West Mark, MH 98542",Resting
970,Thomas Oliver,239-418-8004x2237,129-58-0736,3.8,"91069 Mary View South Amandatown, VA 12200",Available
971,Phillip Knox,+1-645-651-4901x73160,435-83-8958,4.9,"07959 Anthony Keys Lake Brittany, CA 28871",Resting
972,Rhonda Rodriguez,(438)903-2171x97137,233-13-2757,3.8,"14210 Brandy Pine Apt. 889 Port Cynthia, NV 82752",Available
973,Thomas Williams,001-294-330-8986x94855,022-42-9346,4.9,"417 Mark Lights Henryborough, MD 16973",Delivering
974,Anthony Lawrence,+1-953-754-4439x9174,323-21-1802,4.6,"75023 Brianna Station Apt. 136 Justinborough, PA 42038",Resting
975,Matthew Hogan,710-734-2321,743-39-6788,3.9,"1827 Lewis Flat New Stacy, MH 67730",Available
976,Megan Sutton,695.622.2202,878-86-4772,4.3,"65611 Jamie Land Apt. 194 Ruizland, FM 82810",Available
977,Emily Mooney,+1-916-589-4223,292-23-2697,4.0,"44374 Debra Green Bradleyborough, MP 87527",Available
978,Devin Chandler,(375)341-1948,472-16-9648,3.6,"8274 Miller Estate Suite 043 New Aprilfort, CT 15385",Available
979,Rita Schmidt,001-839-629-4019x203,661-45-5483,4.0,"867 Kayla Turnpike Frederickton, MS 89366",Available
980,Mary Boyer,001-656-399-2754,300-35-4164,4.8,"036 Michelle Ports Apt. 332 Whitakerville, AK 04106",Resting
981,Melissa Larson,(760)344-3822x546,778-25-4301,4.4,"628 Russell Corner Port Christine, ID 66233",Delivering
982,Christie Diaz,4268838489,639-36-7973,4.9,"09519 Gutierrez Circles West Paul, OH 36532",Delivering
983,Sara Cook,967-493-7268x6848,142-21-0486,4.5,"1287 Jennings Manors North Christopher, IA 01761",Delivering
984,Rachael Harvey,621-265-0075,175-47-2818,4.6,"7030 Linda Light Lake Cody, SD 32875",Resting
985,Sabrina Romero,386-537-6864,011-02-2680,3.7,"3418 Newton Drive Allenchester, SC 53680",Resting
986,Janet Miller,232-515-7694x12418,287-59-7869,3.6,"654 Medina Camp Apt. 885 North Ethan, HI 06251",Resting
987,Cheryl Chang,690-240-8866x74691,745-36-3469,4.7,"357 Bryan Court Kathrynbury, TX 93649",Delivering
988,Melissa Lopez,501-845-1888,151-04-7448,3.6,"0037 Daniel Walks Apt. 026 Richardberg, NH 52497",Delivering
989,Gregory Greer,999.853.8016x3146,063-31-1205,4.9,"6155 Evan Motorway Apt. 168 South Matthewmouth, FL 61024",Delivering
990,Zachary Lamb,277-562-4675x154,119-65-4164,4.9,"675 Peterson Square Nelsonchester, PW 53591",Available
991,Madison Kelley,507-502-5900,381-02-1571,4.1,"6884 Carter Squares West Dontown, ID 22434",Available
992,Caitlin Diaz,001-821-997-3882,752-62-7544,4.0,"692 Garcia Fords East Melanie, OR 61610",Resting
993,Cameron Nguyen,630.500.7608,196-11-0256,4.8,"PSC 6381, Box 3274 APO AP 35740",Delivering
994,Shawn Cook,001-687-476-4003x140,323-37-4496,3.7,"7142 Lisa Avenue Apt. 614 Lake Courtney, VA 92340",Delivering
995,Joseph Castaneda,(629)794-2158x1455,182-62-4167,4.5,"9350 Melissa Wells Suite 450 New Matthew, OH 23931",Delivering
996,Anthony Davis,(599)857-8535x113,423-46-0560,4.1,"349 Arroyo Expressway Apt. 566 West Nicholas, TN 79652",Available
997,Nicholas Anderson,661.794.1746,079-75-8995,4.4,"12320 Gutierrez Groves Apt. 399 Joshuaberg, LA 60154",Delivering
998,John Medina,9515499959,299-45-8618,3.5,"6281 Wilson Tunnel Apt. 299 Nealland, NM 76890",Available
999,Tony White,813.557.2435x416,448-31-1123,4.1,"847 Sanders Port Apt. 370 New Marissa, PR 03339",Resting
1000,Melanie Nash,805.626.7358x278,663-62-6423,3.5,"80970 Fuentes Manors East John, PA 62993",Resting
